0.014,0.4914945701086779,0.48408625349549284,0.498902886721863
0.028,2.082559748805029,2.0190693374553392,2.1460501601547186
0.042,1059.3553254934873,751.959715312033,1366.7509356749415
0.056,7998.909453810918,5732.1589211333685,10265.659986488468
0.07,14941.27820363589,10685.115369375868,19197.44103789591
0.084,21963.244410911793,15722.257745189108,28204.231076634478
0.098,28770.40839623205,20602.045439478374,36938.77135298573
0.112,36036.09840043195,25783.30944931024,46288.887351553654
0.126,42956.13253414935,30740.82153103534,55171.44353726336
0.14,50036.96509869816,35817.211569244064,64256.71862815225
