0.014,0.11559628807420161,0.11453257337654547,0.11666000277185774
0.028,0.25934841303177125,0.2566728209483963,0.26202400511514623
0.042,0.4423119537610088,0.43814246339779644,0.44648144412422114
0.056,0.691088578228467,0.6826460805054043,0.6995310759515297
0.07,1.0356730865382655,1.0225778031297905,1.0487683699467405
0.084,1.6064148717025641,1.5835878202126608,1.6292419231924675
0.098,2.5536969260614963,2.508330712586005,2.599063139536988
0.112,4.654676506469876,4.537155664242806,4.772197348696946
0.126,14.961627767444673,13.581992023737962,16.341263511151386
0.14,2678.215673286521,1907.7574018265686,3448.6739447464734
