0.02,0.05702970297029706,0.04676764224990032,0.0672917636906938
0.04,0.1384158415841584,0.11552751908126609,0.16130416408705073
0.06,0.22227722772277203,0.1930392773052792,0.25151517814026486
0.08,0.3880198019801979,0.34172544882881983,0.434314155131576
0.1,0.515940594059406,0.45644187000169767,0.5754393181171142
0.12,0.7078217821782179,0.6095302584419198,0.806113305914516
0.14,0.9788118811881187,0.8830848530910075,1.0745389092852298
0.16,1.9551485148514858,1.5138780842223851,2.3964189454805864
0.18,2.773069306930693,2.4543504126193176,3.091788201242068
0.2,10.44059405940594,8.069104581233677,12.812083537578204
